Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8TDX5	reviewed	ACMSD_HUMAN	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase, EC 4.1.1.45 (Picolinate carboxylase)	ACMSD	Homo sapiens (Human)	336
Q8TDX6	reviewed	CGAT1_HUMAN	Chondroitin sulfate N-acetylgalactosaminyltransferase 1, CsGalNAcT-1, EC 2.4.1.174 (Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 1, Beta4GalNAcT-1)	CSGALNACT1 CHGN GALNACT1 UNQ656/PRO1287	Homo sapiens (Human)	532
Q8TDX7	reviewed	NEK7_HUMAN	Serine/threonine-protein kinase Nek7, EC 2.7.11.1 (Never in mitosis A-related kinase 7, NimA-related protein kinase 7)	NEK7	Homo sapiens (Human)	302
Q8TDX9	reviewed	PK1L1_HUMAN	Polycystic kidney disease protein 1-like 1 (PC1-like 1 protein) (Polycystin-1L1)	PKD1L1 UNQ5785/PRO19563	Homo sapiens (Human)	2849
Q8TDY2	reviewed	RBCC1_HUMAN	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa, FIP200)	RB1CC1 KIAA0203 RBICC	Homo sapiens (Human)	1594
Q8TDY4	reviewed	ASAP3_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 (Development and differentiation-enhancing factor-like 1) (Protein up-regulated in liver cancer 1)	ASAP3 DDEFL1 UPLC1	Homo sapiens (Human)	903
Q8TDZ2	reviewed	MICA1_HUMAN	[F-actin]-monooxygenase MICAL1, EC 1.14.13.225, EC 1.6.3.1 (Molecule interacting with CasL protein 1, MICAL-1) (NEDD9-interacting protein with calponin homology and LIM domains)	MICAL1 MICAL NICAL	Homo sapiens (Human)	1067
Q8TE02	reviewed	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)	ELP5 C17orf81 DERP6 HSPC002 MSTP071	Homo sapiens (Human)	316
Q8TE04	reviewed	PANK1_HUMAN	Pantothenate kinase 1, hPanK, hPanK1, EC 2.7.1.33 (Pantothenic acid kinase 1)	PANK1 PANK	Homo sapiens (Human)	598
Q8TE12	reviewed	LMX1A_HUMAN	LIM homeobox transcription factor 1-alpha (LIM/homeobox protein 1.1, LMX-1.1) (LIM/homeobox protein LMX1A)	LMX1A	Homo sapiens (Human)	382
Q8TE23	reviewed	TS1R2_HUMAN	Taste receptor type 1 member 2 (G-protein coupled receptor 71) (Sweet taste receptor T1R2)	TAS1R2 GPR71 T1R2 TR2	Homo sapiens (Human)	839
Q8TE49	reviewed	OTU7A_HUMAN	OTU domain-containing protein 7A, EC 3.4.19.12 (Zinc finger protein Cezanne 2)	OTUD7A C15orf16 CEZANNE2 OTUD7	Homo sapiens (Human)	926
Q8TE54	reviewed	S26A7_HUMAN	Anion exchange transporter (Solute carrier family 26 member 7)	SLC26A7 SUT2	Homo sapiens (Human)	656
Q8TE56	reviewed	ATS17_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 17, ADAM-TS 17, ADAM-TS17, ADAMTS-17, EC 3.4.24.-	ADAMTS17	Homo sapiens (Human)	1095
Q8TE57	reviewed	ATS16_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 16, ADAM-TS 16, ADAM-TS16, ADAMTS-16, EC 3.4.24.-	ADAMTS16 KIAA2029	Homo sapiens (Human)	1224
Q8TE58	reviewed	ATS15_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 15, ADAM-TS 15, ADAM-TS15, ADAMTS-15, EC 3.4.24.-	ADAMTS15	Homo sapiens (Human)	950
Q8TE60	reviewed	ATS18_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 18, ADAM-TS 18, ADAM-TS18, ADAMTS-18, EC 3.4.24.-	ADAMTS18 ADAMTS21	Homo sapiens (Human)	1221
Q8TE67	reviewed	ES8L3_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 3, EPS8-like protein 3 (Epidermal growth factor receptor pathway substrate 8-related protein 3, EPS8-related protein 3)	EPS8L3 EPS8R3	Homo sapiens (Human)	593
Q8TE68	reviewed	ES8L1_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 1, EPS8-like protein 1 (Epidermal growth factor receptor pathway substrate 8-related protein 1, EPS8-related protein 1)	EPS8L1 DRC3 EPS8R1 PP10566	Homo sapiens (Human)	723
Q8TE73	reviewed	DYH5_HUMAN	Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5)	DNAH5 DNAHC5 HL1 KIAA1603	Homo sapiens (Human)	4624
Q8TE76	reviewed	MORC4_HUMAN	MORC family CW-type zinc finger protein 4 (Zinc finger CW-type coiled-coil domain protein 2) (Zinc finger CW-type domain protein 4)	MORC4 ZCW4 ZCWCC2	Homo sapiens (Human)	937
Q8TE77	reviewed	SSH3_HUMAN	Protein phosphatase Slingshot homolog 3, EC 3.1.3.16, EC 3.1.3.48 (SSH-like protein 3, SSH-3L, hSSH-3L)	SSH3 SSH3L	Homo sapiens (Human)	659
Q8TE85	reviewed	GRHL3_HUMAN	Grainyhead-like protein 3 homolog (Sister of mammalian grainyhead) (Transcription factor CP2-like 4)	GRHL3 SOM TFCP2L4	Homo sapiens (Human)	626
Q8TE99	reviewed	PXYP1_HUMAN	2-phosphoxylose phosphatase 1, EC 3.1.3.- (Acid phosphatase-like protein 2) (Xylosyl phosphatase) (epididymis luminal protein 124)	PXYLP1 ACPL2 HEL124 XYLP UNQ370/PRO706	Homo sapiens (Human)	480
Q8TEA1	reviewed	NSUN6_HUMAN	tRNA (cytosine(72)-C(5))-methyltransferase NSUN6, EC 2.1.1.- (NOL1/NOP2/Sun and PUA domain-containing protein 1) (NOL1/NOP2/Sun domain family member 6)	NSUN6 NOPD1	Homo sapiens (Human)	469
Q8TEA7	reviewed	TBCK_HUMAN	TBC domain-containing protein kinase-like protein	TBCK TBCKL HSPC302	Homo sapiens (Human)	893
Q8TEA8	reviewed	DTD1_HUMAN	D-aminoacyl-tRNA deacylase 1, DTD, EC 3.1.1.96 (DNA-unwinding element-binding protein B, DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	Homo sapiens (Human)	209
Q8TEB1	reviewed	DCA11_HUMAN	DDB1- and CUL4-associated factor 11 (WD repeat-containing protein 23)	DCAF11 WDR23 GL014 PRO2389	Homo sapiens (Human)	546
Q8TEB7	reviewed	RN128_HUMAN	E3 ubiquitin-protein ligase RNF128, EC 2.3.2.27 (Gene related to anergy in lymphocytes protein, GRAIL) (RING finger protein 128) (RING-type E3 ubiquitin transferase RNF128)	RNF128	Homo sapiens (Human)	428
Q8TEB9	reviewed	RHBL4_HUMAN	Rhomboid-related protein 4, RRP4, EC 3.4.21.105 (Rhomboid domain-containing protein 1) (Rhomboid-like protein 4)	RHBDD1 RHBDL4 HSD-50 HSD50	Homo sapiens (Human)	315
Q8TEC5	reviewed	SH3R2_HUMAN	E3 ubiquitin-protein ligase SH3RF2, EC 2.3.2.27 (Heart protein phosphatase 1-binding protein, HEPP1) (POSH-eliminating RING protein) (Protein phosphatase 1 regulatory subunit 39) (RING finger protein 158) (RING-type E3 ubiquitin transferase SH3RF2) (SH3 domain-containing RING finger protein 2)	SH3RF2 POSH3 POSHER PPP1R39 RNF158	Homo sapiens (Human)	729
Q8TED0	reviewed	UTP15_HUMAN	U3 small nucleolar RNA-associated protein 15 homolog	UTP15	Homo sapiens (Human)	518
Q8TED1	reviewed	GPX8_HUMAN	Probable glutathione peroxidase 8, GPx-8, GSHPx-8, EC 1.11.1.9	GPX8 UNQ847/PRO1785	Homo sapiens (Human)	209
Q8TED4	reviewed	G6PT3_HUMAN	Glucose-6-phosphate exchanger SLC37A2 (Solute carrier family 37 member 2)	SLC37A2	Homo sapiens (Human)	501
Q8TED9	reviewed	AF1L1_HUMAN	Actin filament-associated protein 1-like 1, AFAP1-like protein 1	AFAP1L1	Homo sapiens (Human)	768
Q8TEH3	reviewed	DEN1A_HUMAN	DENN domain-containing protein 1A (Connecdenn 1, Connecdenn) (Protein FAM31A)	DENND1A FAM31A KIAA1608	Homo sapiens (Human)	1009
Q8TEJ3	reviewed	SH3R3_HUMAN	E3 ubiquitin-protein ligase SH3RF3, EC 2.3.2.27 (Plenty of SH3s 2) (SH3 domain-containing RING finger protein 3) (SH3 multiple domains protein 4)	SH3RF3 POSH2 SH3MD4	Homo sapiens (Human)	882
Q8TEK3	reviewed	DOT1L_HUMAN	Histone-lysine N-methyltransferase, H3 lysine-79 specific, EC 2.1.1.360 (DOT1-like protein) (Histone H3-K79 methyltransferase, H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1L KIAA1814 KMT4	Homo sapiens (Human)	1537
Q8TEL6	reviewed	TP4AP_HUMAN	Short transient receptor potential channel 4-associated protein, Trp4-associated protein, Trpc4-associated protein (Protein TAP1) (TNF-receptor ubiquitous scaffolding/signaling protein, Protein TRUSS)	TRPC4AP C20orf188 TRRP4AP	Homo sapiens (Human)	797
Q8TEM1	reviewed	PO210_HUMAN	Nuclear pore membrane glycoprotein 210, Nuclear pore protein gp210 (Nuclear envelope pore membrane protein POM 210, POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	NUP210 KIAA0906 PSEC0245	Homo sapiens (Human)	1887
Q8TEP8	reviewed	CE192_HUMAN	Centrosomal protein of 192 kDa, Cep192, Cep192/SPD-2	CEP192 KIAA1569 PP8407	Homo sapiens (Human)	2537
Q8TEQ6	reviewed	GEMI5_HUMAN	Gem-associated protein 5, Gemin5	GEMIN5	Homo sapiens (Human)	1508
Q8TEQ8	reviewed	PIGO_HUMAN	GPI ethanolamine phosphate transferase 3, EC 2.-.-.- (Phosphatidylinositol-glycan biosynthesis class O protein, PIG-O)	PIGO UNQ632/PRO1249	Homo sapiens (Human)	1089
Q8TER0	reviewed	SNED1_HUMAN	Sushi, nidogen and EGF-like domain-containing protein 1 (Insulin-responsive sequence DNA-binding protein 1, IRE-BP1)	SNED1	Homo sapiens (Human)	1413
Q8TER5	reviewed	ARH40_HUMAN	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	ARHGEF40 SOLO	Homo sapiens (Human)	1519
Q8TES7	reviewed	FBF1_HUMAN	Fas-binding factor 1, FBF-1 (Protein albatross)	FBF1 ALB KIAA1863	Homo sapiens (Human)	1133
Q8TEU7	reviewed	RPGF6_HUMAN	Rap guanine nucleotide exchange factor 6 (PDZ domain-containing guanine nucleotide exchange factor 2, PDZ-GEF2) (RA-GEF-2)	RAPGEF6 PDZGEF2	Homo sapiens (Human)	1601
Q8TEU8	reviewed	WFKN2_HUMAN	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (Growth and differentiation factor-associated serum protein 1, GASP-1, hGASP-1) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing-related protein) (WFIKKN-related protein)	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996	Homo sapiens (Human)	576
Q8TEV9	reviewed	SMCR8_HUMAN	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein)	SMCR8	Homo sapiens (Human)	937
Q8TEW0	reviewed	PARD3_HUMAN	Partitioning defective 3 homolog, PAR-3, PARD-3 (Atypical PKC isotype-specific-interacting protein, ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)	PARD3 PAR3 PAR3A	Homo sapiens (Human)	1356
Q8TEW6	reviewed	DOK4_HUMAN	Docking protein 4 (Downstream of tyrosine kinase 4) (Insulin receptor substrate 5, IRS-5, IRS5)	DOK4	Homo sapiens (Human)	326
Q8TEW8	reviewed	PAR3L_HUMAN	Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein) (PAR3-beta) (Partitioning defective 3-like protein, PAR3-L protein)	PARD3B ALS2CR19 PAR3B PAR3L	Homo sapiens (Human)	1205
Q8TEX9	reviewed	IPO4_HUMAN	Importin-4, Imp4 (Importin-4b, Imp4b) (Ran-binding protein 4, RanBP4)	IPO4 IMP4B RANBP4	Homo sapiens (Human)	1081
Q8TEY5	reviewed	CR3L4_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 4, cAMP-responsive element-binding protein 3-like protein 4 (Androgen-induced basic leucine zipper protein, AIbZIP) (Attaching to CRE-like 1, ATCE1) (Cyclic AMP-responsive element-binding protein 4, CREB-4, cAMP-responsive element-binding protein 4) (Transcript induced in spermiogenesis protein 40, Tisp40) (hJAL) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 4 ]	CREB3L4 AIBZIP CREB4 JAL	Homo sapiens (Human)	395
Q8TEY7	reviewed	UBP33_HUMAN	Ubiquitin carboxyl-terminal hydrolase 33, EC 3.4.19.12 (Deubiquitinating enzyme 33) (Ubiquitin thioesterase 33) (Ubiquitin-specific-processing protease 33) (VHL-interacting deubiquitinating enzyme 1, hVDU1)	USP33 KIAA1097 VDU1	Homo sapiens (Human)	942
Q8TEZ7	reviewed	PAQR8_HUMAN	Membrane progestin receptor beta, mPR beta (Lysosomal membrane protein in brain 1) (Membrane progesterone P4 receptor beta) (Membrane progesterone receptor beta) (Progesterone and adipoQ receptor family member 8) (Progestin and adipoQ receptor family member 8) (Progestin and adipoQ receptor family member VIII)	PAQR8 C6orf33 LMPB1 MPRB	Homo sapiens (Human)	354
Q8TF01	reviewed	PNISR_HUMAN	Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130, SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)	PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306	Homo sapiens (Human)	805
Q8TF09	reviewed	DLRB2_HUMAN	Dynein light chain roadblock-type 2 (Dynein light chain 2B, cytoplasmic) (Roadblock domain-containing protein 2)	DYNLRB2 DNCL2B DNLC2B ROBLD2	Homo sapiens (Human)	96
Q8TF17	reviewed	S3TC2_HUMAN	SH3 domain and tetratricopeptide repeat-containing protein 2	SH3TC2 KIAA1985 PP12494	Homo sapiens (Human)	1288
Q8TF30	reviewed	WHAMM_HUMAN	WASP homolog-associated protein with actin, membranes and microtubules (WAS protein homology region 2 domain-containing protein 1, WH2 domain-containing protein 1)	WHAMM KIAA1971 WHDC1	Homo sapiens (Human)	809
Q8TF40	reviewed	FNIP1_HUMAN	Folliculin-interacting protein 1	FNIP1 KIAA1961	Homo sapiens (Human)	1166
Q8TF42	reviewed	UBS3B_HUMAN	Ubiquitin-associated and SH3 domain-containing protein B, EC 3.1.3.48 (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1, STS-1) (T-cell ubiquitin ligand 2, TULA-2) (Tyrosine-protein phosphatase STS1/TULA2)	UBASH3B KIAA1959 STS1	Homo sapiens (Human)	649
Q8TF46	reviewed	DI3L1_HUMAN	DIS3-like exonuclease 1, EC 3.1.13.-	DIS3L DIS3L1 KIAA1955	Homo sapiens (Human)	1054
Q8TF47	reviewed	ZFP90_HUMAN	Zinc finger protein 90 homolog, Zfp-90 (Zinc finger protein 756)	ZFP90 KIAA1954 ZNF756	Homo sapiens (Human)	636
Q8TF50	reviewed	ZN526_HUMAN	Zinc finger protein 526	ZNF526 KIAA1951	Homo sapiens (Human)	670
Q8TF62	reviewed	AT8B4_HUMAN	Probable phospholipid-transporting ATPase IM, EC 7.6.2.1 (ATPase class I type 8B member 4) (P4-ATPase flippase complex alpha subunit ATP8B4)	ATP8B4 KIAA1939	Homo sapiens (Human)	1192
Q8TF63	reviewed	DCNP1_HUMAN	Dendritic cell nuclear protein 1 (Dendritic cell nuclear protein-1) (Dendritic cell-associated nuclear protein)	DCANP1 C5orf20 DCNP1	Homo sapiens (Human)	244
Q8TF65	reviewed	GIPC2_HUMAN	PDZ domain-containing protein GIPC2	GIPC2	Homo sapiens (Human)	315
Q8TF66	reviewed	LRC15_HUMAN	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog, hLib)	LRRC15 LIB	Homo sapiens (Human)	581
Q8TF71	reviewed	MOT10_HUMAN	Monocarboxylate transporter 10, MCT 10 (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1)	SLC16A10 MCT10 TAT1	Homo sapiens (Human)	515
Q8TF72	reviewed	SHRM3_HUMAN	Protein Shroom3 (Shroom-related protein, hShrmL)	SHROOM3 KIAA1481 SHRML MSTP013	Homo sapiens (Human)	1996
Q8TF74	reviewed	WIPF2_HUMAN	WAS/WASL-interacting protein family member 2 (WASP-interacting protein-related protein) (WIP- and CR16-homologous protein) (WIP-related protein)	WIPF2 WICH WIRE PP10631	Homo sapiens (Human)	440
Q8TF76	reviewed	HASP_HUMAN	Serine/threonine-protein kinase haspin, EC 2.7.11.1 (Germ cell-specific gene 2 protein) (H-haspin) (Haploid germ cell-specific nuclear protein kinase)	HASPIN GSG2	Homo sapiens (Human)	798
Q8WTP8	reviewed	AEN_HUMAN	Apoptosis-enhancing nuclease, EC 3.1.-.- (Interferon-stimulated 20 kDa exonuclease-like 1)	AEN ISG20L1 SBBI58	Homo sapiens (Human)	325
Q8WTQ1	reviewed	D104A_HUMAN	Beta-defensin 104 (Beta-defensin 4, BD-4, DEFB-4, hBD-4) (Defensin, beta 104)	DEFB104A DEFB104 DEFB4; DEFB104B	Homo sapiens (Human)	72
Q8WTQ7	reviewed	GRK7_HUMAN	Rhodopsin kinase GRK7, EC 2.7.11.14 (G protein-coupled receptor kinase 7) (G protein-coupled receptor kinase GRK7)	GRK7 GPRK7	Homo sapiens (Human)	553
Q8WTR2	reviewed	DUS19_HUMAN	Dual specificity protein phosphatase 19, EC 3.1.3.16, EC 3.1.3.48 (Dual specificity phosphatase TS-DSP1) (Low molecular weight dual specificity phosphatase 3, LMW-DSP3) (Protein phosphatase SKRP1) (Stress-activated protein kinase pathway-regulating phosphatase 1, SAPK pathway-regulating phosphatase 1)	DUSP19 DUSP17 LMWDSP3 SKRP1	Homo sapiens (Human)	217
Q8WTR4	reviewed	GDPD5_HUMAN	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (Glycerophosphocholine phosphodiesterase GDPD5, EC 3.1.4.2) (Glycerophosphodiester phosphodiesterase 2) (Phosphoinositide phospholipase C GDPD5, EC 3.1.4.11)	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	Homo sapiens (Human)	605
Q8WTR7	reviewed	ZN473_HUMAN	Zinc finger protein 473 (Zinc finger protein 100 homolog, Zfp-100)	ZNF473 KIAA1141 ZFP100	Homo sapiens (Human)	871
Q8WTS1	reviewed	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5, EC 2.3.1.51 (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)	ABHD5 NCIE2 CGI-58	Homo sapiens (Human)	349
Q8WTS6	reviewed	SETD7_HUMAN	Histone-lysine N-methyltransferase SETD7, EC 2.1.1.364 (Histone H3-K4 methyltransferase SETD7, H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9	Homo sapiens (Human)	366
Q8WTT0	reviewed	CLC4C_HUMAN	C-type lectin domain family 4 member C (Blood dendritic cell antigen 2, BDCA-2) (C-type lectin superfamily member 7) (Dendritic lectin) (CD antigen CD303)	CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150	Homo sapiens (Human)	213
Q8WTT2	reviewed	NOC3L_HUMAN	Nucleolar complex protein 3 homolog, NOC3 protein homolog (Factor for adipocyte differentiation 24) (NOC3-like protein) (Nucleolar complex-associated protein 3-like protein)	NOC3L AD24 C10orf117 FAD24	Homo sapiens (Human)	800
Q8WTU0	reviewed	DDI1_HUMAN	Protein DDI1 homolog 1, EC 3.4.23.-	DDI1	Homo sapiens (Human)	396
Q8WTV0	reviewed	SCRB1_HUMAN	Scavenger receptor class B member 1, SRB1 (CD36 and LIMPII analogous 1, CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)	SCARB1 CD36L1 CLA1	Homo sapiens (Human)	552
Q8WTV1	reviewed	THAP3_HUMAN	THAP domain-containing protein 3	THAP3	Homo sapiens (Human)	239
Q8WTW3	reviewed	COG1_HUMAN	Conserved oligomeric Golgi complex subunit 1, COG complex subunit 1 (Component of oligomeric Golgi complex 1)	COG1 KIAA1381 LDLB	Homo sapiens (Human)	980
Q8WTW4	reviewed	NPRL2_HUMAN	GATOR complex protein NPRL2 (Gene 21 protein, G21 protein) (Nitrogen permease regulator 2-like protein, NPR2-like protein) (Tumor suppressor candidate 4)	NPRL2 TUSC4	Homo sapiens (Human)	380
Q8WTX7	reviewed	CAST1_HUMAN	Cytosolic arginine sensor for mTORC1 subunit 1 (Cellular arginine sensor for mTORC1 protein 1) (GATS-like protein 3)	CASTOR1 GATSL3	Homo sapiens (Human)	329
Q8WTX9	reviewed	ZDHC1_HUMAN	Palmitoyltransferase ZDHHC1, EC 2.3.1.225 (DHHC domain-containing cysteine-rich protein 1) (Zinc finger DHHC domain-containing protein 1, DHHC-1) (Zinc finger protein 377)	ZDHHC1 C16orf1 ZNF377	Homo sapiens (Human)	485
Q8WU03	reviewed	GLYL2_HUMAN	Glycine N-acyltransferase-like protein 2, EC 2.3.1.13 (Acyl-CoA:glycine N-acyltransferase-like protein 2)	GLYATL2	Homo sapiens (Human)	294
Q8WU08	reviewed	ST32A_HUMAN	Serine/threonine-protein kinase 32A, EC 2.7.11.1 (Yet another novel kinase 1)	STK32A YANK1	Homo sapiens (Human)	396
Q8WU10	reviewed	PYRD1_HUMAN	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1, EC 1.8.1.-	PYROXD1	Homo sapiens (Human)	500
Q8WU17	reviewed	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139, EC 2.3.2.27 (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein)	RNF139 TRC8	Homo sapiens (Human)	664
Q8WU20	reviewed	FRS2_HUMAN	Fibroblast growth factor receptor substrate 2, FGFR substrate 2 (FGFR-signaling adaptor SNT) (Suc1-associated neurotrophic factor target 1, SNT-1)	FRS2	Homo sapiens (Human)	508
Q8WU39	reviewed	MZB1_HUMAN	Marginal zone B- and B1-cell-specific protein (Mesenteric estrogen-dependent adipose 7, MEDA-7) (Plasma cell-induced resident endoplasmic reticulum protein, Plasma cell-induced resident ER protein, pERp1) (Proapoptotic caspase adapter protein)	MZB1 MEDA7 PACAP HSPC190	Homo sapiens (Human)	189
Q8WU58	reviewed	F222B_HUMAN	Protein FAM222B	FAM222B C17orf63	Homo sapiens (Human)	562
Q8WU66	reviewed	TSEAR_HUMAN	Thrombospondin-type laminin G domain and EAR repeat-containing protein, TSP-EAR	TSPEAR C21orf29	Homo sapiens (Human)	669
Q8WU67	reviewed	ABHD3_HUMAN	Phospholipase ABHD3, EC 3.1.1.32, EC 3.1.1.4 (Abhydrolase domain-containing protein 3)	ABHD3	Homo sapiens (Human)	409
Q8WU68	reviewed	U2AF4_HUMAN	Splicing factor U2AF 26 kDa subunit (U2 auxiliary factor 26) (U2 small nuclear RNA auxiliary factor 1-like protein 4, U2AF1-like 4) (U2(RNU2) small nuclear RNA auxiliary factor 1-like protein 3, U2 small nuclear RNA auxiliary factor 1-like protein 3, U2AF1-like protein 3)	U2AF1L4 U2AF1-RS3 U2AF1L3	Homo sapiens (Human)	220
Q8WU79	reviewed	SMAP2_HUMAN	Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like)	SMAP2 SMAP1L	Homo sapiens (Human)	429
Q8WU90	reviewed	ZC3HF_HUMAN	Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4)	ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730	Homo sapiens (Human)	426
Q8WUA4	reviewed	TF3C2_HUMAN	General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit, TFIIIC 110 kDa subunit, TFIIIC110) (Transcription factor IIIC subunit beta)	GTF3C2 KIAA0011	Homo sapiens (Human)	911
Q8WUA7	reviewed	TB22A_HUMAN	TBC1 domain family member 22A	TBC1D22A C22orf4	Homo sapiens (Human)	517
Q8WUA8	reviewed	TSK_HUMAN	Tsukushi (E2-induced gene 4 protein) (Leucine-rich repeat-containing protein 54)	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	Homo sapiens (Human)	353
Q8WUB8	reviewed	PHF10_HUMAN	PHD finger protein 10 (BRG1-associated factor 45a, BAF45a) (XAP135)	PHF10 BAF45A	Homo sapiens (Human)	498
Q8WUD1	reviewed	RAB2B_HUMAN	Ras-related protein Rab-2B, EC 3.6.5.2	RAB2B	Homo sapiens (Human)	216
Q8WUD6	reviewed	CHPT1_HUMAN	Cholinephosphotransferase 1, hCPT1, EC 2.7.8.2 (AAPT1-like protein) (Diacylglycerol cholinephosphotransferase 1)	CHPT1 CPT1 MSTP022	Homo sapiens (Human)	406
Q8WUE5	reviewed	CT55_HUMAN	Cancer/testis antigen 55 (Tumor antigen BJ-HCC-20)	CT55 CXorf48	Homo sapiens (Human)	264
Q8WUF5	reviewed	IASPP_HUMAN	RelA-associated inhibitor (Inhibitor of ASPP protein, Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)	PPP1R13L IASPP NKIP1 PPP1R13BL RAI	Homo sapiens (Human)	828
Q8WUG5	reviewed	S22AH_HUMAN	Solute carrier family 22 member 17 (24p3 receptor, 24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor, NgalR)	SLC22A17 BOCT BOIT	Homo sapiens (Human)	538
Q8WUH2	reviewed	TGFA1_HUMAN	Transforming growth factor-beta receptor-associated protein 1, TGF-beta receptor-associated protein 1, TRAP-1, TRAP1	TGFBRAP1	Homo sapiens (Human)	860
Q8WUI4	reviewed	HDAC7_HUMAN	Histone deacetylase 7, HD7, EC 3.5.1.98 (Histone deacetylase 7A, HD7a)	HDAC7 HDAC7A	Homo sapiens (Human)	952
Q8WUJ0	reviewed	STYX_HUMAN	Serine/threonine/tyrosine-interacting protein (Inactive tyrosine-protein phosphatase STYX) (Phosphoserine/threonine/tyrosine interaction protein)	STYX	Homo sapiens (Human)	223
